Clone745,2,0.10468398
Clone745,4,0.07401391
Clone745,10,0.05523195
Clone745,7,0.05096383
Clone745,6,0.04795859
Clone745,5,0.04724498
Clone745,8,0.04680934
Clone745,9,0.03152497
Clone745,1,0.02770819
Clone745,3,0.00881021
Clone973,4,0.14748228
Clone973,5,0.13367493
Clone973,1,0.06650144
Clone973,2,0.06063542
Clone973,3,0.057629
Clone966,6,0.24669935
Clone966,7,0.17293233
Clone966,5,0.09394074
Clone966,4,0.05564007
Clone966,1,-0.04768818
Clone966,3,-0.12800078
Clone966,2,-0.14711341
Clone798,5,0.08680184
Clone798,6,0.07990085
Clone798,7,0.07478315
Clone798,4,0.06493526
Clone798,1,0.06448855
Clone798,2,0.0569254
Clone798,3,0.05450636
Clone583,3,0.06772558
Clone583,1,0.06362803
Clone583,4,0.06327546
Clone583,2,0.06208303
Clone583,5,0.0585849
Clone583,6,0.05835931
Clone583,7,0.05781617
Clone583,8,0.05522305
Clone788,8,0.06085007
Clone788,5,0.05419021
Clone788,6,0.05272183
Clone788,4,0.05196596
Clone788,7,0.05049867
Clone788,2,0.04995021
Clone788,9,0.04870344
Clone788,1,0.04855239
Clone788,3,0.04772712
Clone656,6,0.05306322
Clone656,4,0.05024957
Clone656,1,0.04322453
Clone656,3,0.04046419
Clone656,5,0.02449139
Clone656,2,0.01476871
Clone571,3,0.06710418
Clone571,4,0.06632573
Clone571,1,0.06426126
Clone571,2,0.06091348
Clone571,7,0.05701715
Clone571,5,0.05636248
Clone571,8,0.05252989
Clone571,6,0.05206168
Clone393,2,0.05767192
Clone393,1,0.05627115
Clone393,3,0.05475329
Clone393,4,0.05384008
Clone393,6,0.05178811
Clone393,8,0.05013174
Clone393,5,0.04871647
Clone393,7,0.04040373
Clone865,1,0.06025091
Clone865,3,0.05743606
Clone865,4,0.05666811
Clone865,6,0.05390071
Clone865,8,0.050291
Clone865,2,0.04852231
Clone865,7,0.04840448
Clone865,5,0.04558524
Clone671,4,0.06289147
Clone671,1,0.06071414
Clone671,2,0.06016127
Clone671,3,0.06002645
Clone671,7,0.05855861
Clone671,8,0.05817836
Clone671,5,0.05456441
Clone671,6,0.05398659
Clone161,4,0.17075758
Clone161,5,0.12591799
Clone161,2,0.05818758
Clone161,3,0.0424452
Clone161,1,0.03120714
