Clone773,3,0.09138875
Clone773,1,0.08452895
Clone773,5,0.07479261
Clone773,2,0.06830676
Clone773,6,0.0627264
Clone773,4,0.06238301
Clone117,4,0.17148738
Clone117,5,0.12907939
Clone117,2,0.11219472
Clone117,3,0.0409897
Clone117,1,0.00833509
Clone228,5,0.14467512
Clone228,4,0.14394984
Clone228,2,0.07047792
Clone228,3,0.05652242
Clone228,1,0.04185482
Clone981,5,0.13957609
Clone981,4,0.12762462
Clone981,1,0.06457066
Clone981,3,0.06314578
Clone981,2,0.06068348
Clone888,6,0.08044188
Clone888,5,0.07820955
Clone888,7,0.07614738
Clone888,1,0.06631838
Clone888,2,0.06202404
Clone888,3,0.0596757
Clone888,4,0.05863589
Clone844,5,0.08072251
Clone844,6,0.07235266
Clone844,3,0.0657241
Clone844,2,0.06502221
Clone844,7,0.06196096
Clone844,1,0.05382174
Clone844,4,0.04529574
Clone290,5,0.07145045
Clone290,3,0.06348017
Clone290,1,0.05804477
Clone290,6,0.05130898
Clone290,2,0.04815538
Clone290,7,0.04439357
Clone290,8,0.04045547
Clone290,4,0.04001244
Clone205,5,0.06257351
Clone205,1,0.06253349
Clone205,2,0.06250829
Clone205,8,0.06248629
Clone205,6,0.06247624
Clone205,3,0.06247221
Clone205,7,0.062466
Clone205,4,0.06244271
Clone710,7,0.07885934
Clone710,5,0.07786986
Clone710,1,0.06234706
Clone710,3,0.0598026
Clone710,4,0.05734916
Clone710,6,0.05614416
Clone710,2,0.04199257
Clone199,2,0.09583329
Clone199,1,0.09403106
Clone199,3,0.01300403
Clone199,5,-0.00590645
Clone199,4,-0.00753605
Clone199,6,-0.06843811
Clone670,7,0.08179775
Clone670,1,0.07787747
Clone670,6,0.0671127
Clone670,5,0.06319504
Clone670,3,0.05726339
Clone670,4,0.0550783
Clone670,2,0.05424215
Clone420,10,0.05012406
Clone420,4,0.04675212
Clone420,8,0.04607951
Clone420,7,0.04572045
Clone420,5,0.04502739
Clone420,3,0.04478402
Clone420,9,0.0447409
Clone420,1,0.04422748
Clone420,2,0.04332828
Clone420,6,0.0418025
Clone152,1,0.06764853
Clone152,3,0.06435411
Clone152,2,0.06316692
Clone152,4,0.06138825
Clone152,5,0.05846384
Clone152,6,0.05592523
Clone152,8,0.05298797
Clone152,7,0.0507103
Clone854,4,0.17440458
Clone854,3,0.09319179
Clone854,1,0.08005833
Clone854,5,0.06241973
Clone854,2,0.06177996
Clone789,1,0.08734954
Clone789,2,0.08079356
Clone789,3,0.07281374
Clone789,6,0.06579444
Clone789,4,0.06033521
Clone789,5,0.05714981
Clone827,2,0.05302361
Clone827,10,0.04603861
Clone827,9,0.04361718
Clone827,6,0.04061055
Clone827,8,0.04038841
Clone827,5,0.03915575
Clone827,3,0.03895912
Clone827,7,0.0339619
Clone827,1,0.02939445
Clone827,4,0.02784946
Clone986,3,0.06554177
Clone986,4,0.06455387
Clone986,1,0.06277065
Clone986,2,0.06209641
Clone986,5,0.05843966
Clone986,8,0.05822776
Clone986,7,0.05523026
Clone986,6,0.05110343
Clone834,10,0.0541124
Clone834,1,0.05160505
Clone834,3,0.05117202
Clone834,8,0.0509312
Clone834,2,0.0487982
Clone834,9,0.04769892
Clone834,7,0.04710813
Clone834,4,0.04667729
Clone834,5,0.04449027
Clone834,6,0.04209713
Clone493,7,0.07527296
Clone493,6,0.07421873
Clone493,5,0.06711482
Clone493,1,0.06024279
Clone493,2,0.05753965
Clone493,4,0.05668405
Clone493,3,0.05475894
Clone655,1,0.09058468
Clone655,2,0.0808711
Clone655,3,0.07846408
Clone655,5,0.0707014
Clone655,6,0.06319064
Clone655,4,0.04878847
Clone166,3,0.09001856
Clone166,1,0.08985968
Clone166,2,0.07675992
Clone166,4,0.06478868
Clone166,6,0.06465193
Clone166,5,0.05860323
Clone519,5,0.12979709
Clone519,4,0.11379234
Clone519,2,0.06437029
Clone519,1,0.05849787
Clone519,3,0.04663252
Clone686,3,0.09460683
Clone686,2,0.09215716
Clone686,1,0.08903315
Clone686,4,0.06338018
Clone686,5,0.06307123
Clone686,6,0.06227435
Clone523,5,0.0855653
Clone523,6,0.07786088
Clone523,7,0.07314343
Clone523,3,0.06433504
Clone523,2,0.06102038
Clone523,4,0.05816187
Clone523,1,0.05563578
Clone836,4,0.0726555
Clone836,5,0.06768123
Clone836,3,0.06658256
Clone836,1,0.06316466
Clone836,2,0.05565539
Clone836,8,0.05172733
Clone836,7,0.04247967
Clone836,6,0.03943065
Clone594,4,0.1515109
Clone594,5,0.12161738
Clone594,1,0.07513744
Clone594,3,0.06860957
Clone594,2,0.05704226
Clone403,1,0.10841976
Clone403,3,0.09686134
Clone403,6,0.07377813
Clone403,2,0.07092548
Clone403,5,0.07046944
Clone403,4,0.04430479
Clone421,4,0.05421236
Clone421,2,0.04941636
Clone421,6,0.0487262
Clone421,1,0.04849768
Clone421,9,0.04760299
Clone421,5,0.04737179
Clone421,10,0.04486276
Clone421,7,0.04483511
Clone421,8,0.04465167
Clone421,3,0.04393696
Clone91,4,0.14184499
Clone91,5,0.1286672
Clone91,2,0.09447985
Clone91,1,0.08846354
Clone91,3,0.01523278
Clone692,5,0.12341174
Clone692,4,0.1168278
Clone692,1,0.10753752
Clone692,2,0.08814246
Clone692,3,0.03959191
Clone291,4,0.14138551
Clone291,5,0.13710308
Clone291,3,0.06855259
Clone291,1,0.06450147
Clone291,2,0.05591237
Clone16,4,0.15356871
Clone16,5,0.14482532
Clone16,1,0.05378531
Clone16,3,0.04302433
Clone16,2,0.03915271
Clone913,6,0.08087532
Clone913,7,0.07467889
Clone913,1,0.07218568
Clone913,5,0.07151673
Clone913,4,0.06018292
Clone913,2,0.05972769
Clone913,3,0.05068342
Clone543,6,0.12670884
Clone543,4,0.11939392
Clone543,1,0.09463676
Clone543,3,0.08891459
Clone543,2,0.04014944
Clone543,7,0.03749324
Clone543,5,-0.01061005
Clone476,5,0.08129423
Clone476,6,0.06596276
Clone476,3,0.05931259
Clone476,7,0.05668322
Clone476,4,0.05581502
Clone476,1,0.03559624
Clone476,2,0.03230899
Clone476,8,0.0321335
Clone804,2,0.10303593
Clone804,1,0.09641102
Clone804,3,0.08390224
Clone804,5,0.06570691
Clone804,6,0.06003379
Clone804,4,0.05512502
Clone318,4,0.06689835
Clone318,2,0.06497448
Clone318,3,0.06463293
Clone318,6,0.06173389
Clone318,7,0.05862932
Clone318,1,0.05764167
Clone318,8,0.05539721
Clone318,5,0.05167936
Clone756,5,0.14012413
Clone756,4,0.13999362
Clone756,1,0.06251911
Clone756,3,0.05715738
Clone756,2,0.05453931
Clone208,5,0.15794578
Clone208,4,0.14716908
Clone208,3,0.07939696
Clone208,2,0.06613419
Clone208,1,0.01785371
Clone101,6,0.08030044
Clone101,5,0.07999269
Clone101,1,0.06928276
Clone101,2,0.06373941
Clone101,3,0.06332785
Clone101,7,0.05992398
Clone101,4,0.04454357
Clone197,5,0.14726134
Clone197,4,0.140702
Clone197,2,0.06299817
Clone197,1,0.06234325
Clone197,3,0.0433249
Clone669,6,0.07900233
Clone669,1,0.0741668
Clone669,5,0.07278452
Clone669,7,0.07205983
Clone669,2,0.06019293
Clone669,4,0.04997245
Clone669,3,0.04490859
Clone720,5,0.06700503
Clone720,6,0.06488201
Clone720,1,0.06487097
Clone720,2,0.05969525
Clone720,8,0.05811032
Clone720,3,0.05771222
Clone720,4,0.05725539
Clone720,7,0.03997411
Clone939,1,0.05562788
Clone939,7,0.05455227
Clone939,9,0.05418303
Clone939,6,0.05401316
Clone939,8,0.05313293
Clone939,2,0.0530451
Clone939,5,0.05228995
Clone939,4,0.04621641
Clone939,3,0.04408608
Clone839,7,0.07466917
Clone839,6,0.07035073
Clone839,5,0.06680254
Clone839,3,0.06265988
Clone839,2,0.05900737
Clone839,4,0.0572157
Clone839,1,0.0544047
Clone576,5,0.14634402
Clone576,4,0.13784884
Clone576,2,0.06948131
Clone576,1,0.06544918
Clone576,3,0.05130398
Clone829,1,0.07476905
Clone829,2,0.06547803
Clone829,5,0.0641749
Clone829,8,0.05757506
Clone829,3,0.0565754
Clone829,4,0.05633239
Clone829,7,0.05575615
Clone829,6,0.04497389
Clone582,6,0.07708067
Clone582,2,0.07236283
Clone582,7,0.07178603
Clone582,5,0.07176382
Clone582,4,0.06775759
Clone582,1,0.06743134
Clone582,3,0.05642965
Clone555,3,0.05931047
Clone555,2,0.05733387
Clone555,7,0.05558966
Clone555,1,0.0529326
Clone555,4,0.04957475
Clone555,6,0.0487762
Clone555,8,0.04762666
Clone555,9,0.04206344
Clone555,5,0.0385844
Clone938,1,0.11072459
Clone938,2,0.0996023
Clone938,3,0.09713911
Clone938,6,0.05961481
Clone938,5,0.05731525
Clone938,4,0.05278854
Clone442,4,0.06890196
Clone442,2,0.06533251
Clone442,1,0.06386555
Clone442,3,0.05815014
Clone442,5,0.0570868
Clone442,6,0.05349784
Clone442,7,0.05317727
Clone442,8,0.04930101
Clone451,1,0.2036509
Clone451,2,0.17835853
Clone451,3,0.03895269
Clone451,4,0.02597539
Clone795,2,0.07252894
Clone795,4,0.06888461
Clone795,7,0.06506032
Clone795,5,0.06318303
Clone795,6,0.05830794
Clone795,9,0.05588455
Clone795,1,0.05563894
Clone795,8,0.04996984
Clone795,3,0.00956562
Clone508,4,0.1340321
Clone508,5,0.12336719
Clone508,2,0.06315017
Clone508,1,0.04414074
Clone508,3,0.01411043
Clone213,4,0.14216062
Clone213,5,0.12988205
Clone213,3,0.07074426
Clone213,1,0.05932428
Clone213,2,0.05747232
Clone851,5,0.1264452
Clone851,4,0.12609664
Clone851,3,0.06334294
Clone851,2,0.05066631
Clone851,1,0.0502596
Clone796,2,0.08087834
Clone796,1,0.07689166
Clone796,4,0.07474007
Clone796,9,0.06694237
Clone796,5,0.05939112
Clone796,6,0.05789694
Clone796,7,0.05771681
Clone796,8,0.0565816
Clone796,3,-0.03273818
Clone214,8,0.05159595
Clone214,7,0.04960252
Clone214,6,0.04942459
Clone214,9,0.0478106
Clone214,1,0.04773645
Clone214,4,0.04769815
Clone214,3,0.04744823
Clone214,5,0.04699913
Clone214,10,0.04526123
Clone214,2,0.03869865
Clone163,1,0.18103543
Clone163,3,0.13315213
Clone163,8,0.121303
Clone163,6,0.11813854
Clone163,5,0.06777052
Clone163,7,0.05987005
Clone163,4,-0.0321941
Clone163,2,-0.15129735
Clone80,5,0.08822765
Clone80,2,0.08633067
Clone80,1,0.08224062
Clone80,6,0.08183643
Clone80,4,0.08152689
Clone80,3,0.07966196
Clone37,2,0.0591553
Clone37,4,0.05451795
Clone37,1,0.05438624
Clone37,9,0.05395348
Clone37,8,0.05165919
Clone37,6,0.04961921
Clone37,7,0.04803972
Clone37,5,0.04582095
Clone37,3,0.04447532
Clone779,4,0.19829561
Clone779,5,0.13028878
Clone779,3,0.10437752
Clone779,2,0.05333753
Clone779,1,-0.02344469
Clone157,6,0.10961105
Clone157,2,0.08452785
Clone157,5,0.05770002
Clone157,1,0.04992909
Clone157,4,0.03046324
Clone157,3,0.02446756
Clone463,2,0.05143821
Clone463,5,0.05029529
Clone463,7,0.04997802
Clone463,3,0.04928563
Clone463,1,0.04831423
Clone463,4,0.04702711
Clone463,10,0.04663867
Clone463,9,0.0438198
Clone463,6,0.04037344
Clone463,8,0.03588576
Clone102,5,0.0813326
Clone102,7,0.07579089
Clone102,6,0.0749784
Clone102,1,0.06611317
Clone102,3,0.06276123
Clone102,2,0.06005057
Clone102,4,0.05378661
Clone378,2,0.10041927
Clone378,4,0.10027088
Clone378,3,0.10021679
Clone378,5,0.09985646
Clone378,1,0.09842068
Clone564,3,0.0666945
Clone564,6,0.06302789
Clone564,5,0.06003533
Clone564,10,0.04164952
Clone564,1,0.04050944
Clone564,4,0.036829
Clone564,2,0.02633519
Clone564,7,0.0175067
Clone564,9,0.01544341
Clone564,8,0.0054122
Clone133,7,0.06620411
Clone133,6,0.05438142
Clone133,4,0.04974304
Clone133,9,0.04499895
Clone133,2,0.04352527
Clone133,1,0.04311734
Clone133,3,0.0422806
Clone133,10,0.04213978
Clone133,8,0.04071326
Clone133,5,0.04051106
Clone314,3,0.06144149
Clone314,4,0.05473496
Clone314,1,0.03427256
Clone314,6,0.02180327
Clone314,5,-0.02203397
Clone314,2,-0.02952498
Clone621,5,0.07456306
Clone621,1,0.07275347
Clone621,2,0.07240815
Clone621,6,0.06925341
Clone621,3,0.06176156
Clone621,7,0.05860864
Clone621,4,0.03869571
Clone920,5,0.21500812
Clone920,4,0.12060469
Clone920,1,0.09304805
Clone920,2,0.01596828
Clone920,3,-0.00300253
Clone746,2,0.07179771
Clone746,1,0.07165997
Clone746,4,0.07123924
Clone746,3,0.07120505
Clone746,6,0.07117674
Clone746,5,0.07008822
Clone746,7,0.07008774
Clone206,6,0.05903355
Clone206,3,0.05783539
Clone206,8,0.05599749
Clone206,4,0.05445349
Clone206,2,0.05173034
Clone206,7,0.05136468
Clone206,1,0.05118417
Clone206,5,0.04993192
Clone206,9,0.04520927
Clone453,1,0.10811197
Clone453,2,0.09387792
Clone453,3,0.08455294
Clone453,4,0.06574676
Clone453,5,0.05707223
Clone453,6,0.05610021
Clone807,3,0.09220669
Clone807,2,0.08905802
Clone807,1,0.08329193
Clone807,5,0.06060168
Clone807,4,0.0549192
Clone807,6,0.04956766
Clone522,5,0.06596368
Clone522,2,0.06287977
Clone522,4,0.06056096
Clone522,1,0.06021988
Clone522,3,0.05947308
Clone522,6,0.0557255
Clone522,7,0.05437943
Clone522,8,0.05010978
Clone875,3,0.06803238
Clone875,2,0.05844182
Clone875,7,0.05020173
Clone875,8,0.04940047
Clone875,4,0.04934052
Clone875,1,0.04503099
Clone875,10,0.03913753
Clone875,6,0.03391076
Clone875,5,0.02072425
Clone875,9,0.0165782
Clone630,1,0.07301163
Clone630,5,0.06691178
Clone630,7,0.06661352
Clone630,2,0.06637069
Clone630,6,0.06622209
Clone630,3,0.06566194
Clone630,4,0.04476946
Clone672,5,0.07892835
Clone672,6,0.07549184
Clone672,1,0.0723322
Clone672,2,0.06370261
Clone672,7,0.06291748
Clone672,4,0.0622841
Clone672,3,0.05654881
Clone797,3,0.06837274
Clone797,5,0.06628522
Clone797,2,0.06419499
Clone797,4,0.0605776
Clone797,1,0.05667886
Clone797,6,0.05560903
Clone797,8,0.05517924
Clone797,7,0.05164798
Clone85,5,0.05000998
Clone85,7,0.05000614
Clone85,10,0.04999961
Clone85,6,0.04999898
Clone85,2,0.04999564
Clone85,8,0.04999274
Clone85,4,0.04999004
Clone85,9,0.04998983
Clone85,3,0.04998905
Clone85,1,0.04998496
Clone822,5,0.05427767
Clone822,7,0.04372731
Clone822,2,0.03787069
Clone822,6,0.03629984
Clone822,1,0.03471541
Clone822,4,0.01654061
Clone822,3,0.00256776
Clone579,1,0.0615904
Clone579,6,0.05339378
Clone579,2,0.05325821
Clone579,3,0.05264745
Clone579,7,0.05240846
Clone579,8,0.05237878
Clone579,5,0.05106607
Clone579,9,0.05086698
Clone579,4,0.04670494
Clone831,4,0.15798979
Clone831,5,0.10700812
Clone831,2,0.07667217
Clone831,3,0.05038676
Clone831,1,0.05021321
Clone932,4,0.1541192
Clone932,5,0.14392146
Clone932,3,0.07002229
Clone932,1,0.05578543
Clone932,2,0.04052204
Clone11,6,0.08172004
Clone11,3,0.0728872
Clone11,2,0.07182238
Clone11,5,0.07040551
Clone11,7,0.06783279
Clone11,1,0.06237663
Clone11,4,0.05334135
Clone873,5,0.07035959
Clone873,1,0.06834984
Clone873,2,0.06510897
Clone873,3,0.0638249
Clone873,4,0.06331161
Clone873,6,0.05194233
Clone873,8,0.04591651
Clone873,7,0.03631628
Clone800,9,0.06492765
Clone800,6,0.05680908
Clone800,1,0.05519714
Clone800,7,0.05492317
Clone800,8,0.05098906
Clone800,2,0.05035654
Clone800,3,0.04941964
Clone800,4,0.04792933
Clone800,5,0.04695401
